name,latitude,longitude,wkt,street,side,length_m,est_spaces,zone
Southwest 3rd Avenue (right),25.7611466,-80.1996750,"POLYGON((-80.1998241 25.7609990, -80.1995078 25.7612775, -80.1995259 25.7612942, -80.1998423 25.7610157, -80.1998241 25.7609990))",Southwest 3rd Avenue,right,44.4,4,
way/1197882700 (left),25.7616228,-80.1991014,"POLYGON((-80.1990091 25.7615668, -80.1991768 25.7616966, -80.1991937 25.7616788, -80.1990260 25.7615491, -80.1990091 25.7615668))",way/1197882700,left,22.2,1,
way/1197882700 (right),25.7616855,-80.1990416,"POLYGON((-80.1989493 25.7616295, -80.1991170 25.7617592, -80.1991339 25.7617415, -80.1989662 25.7616117, -80.1989493 25.7616295))",way/1197882700,right,22.2,1,
Southwest 13th Street (left),25.7614676,-80.1990312,"POLYGON((-80.1991410 25.7614679, -80.1989246 25.7614441, -80.1989214 25.7614673, -80.1991378 25.7614911, -80.1991410 25.7614679))",Southwest 13th Street,left,21.9,0,
Southwest 13th Street (right),25.7613855,-80.1990423,"POLYGON((-80.1991521 25.7613858, -80.1989357 25.7613620, -80.1989325 25.7613852, -80.1991489 25.7614090, -80.1991521 25.7613858))",Southwest 13th Street,right,21.9,0,
Southwest 13th Street (left),25.7614832,-80.1989045,"POLYGON((-80.1987832 25.7614174, -80.1990105 25.7615677, -80.1990258 25.7615489, -80.1987986 25.7613986, -80.1987832 25.7614174))",Southwest 13th Street,left,28.3,1,
Southwest 13th Street (right),25.7615497,-80.1988502,"POLYGON((-80.1987289 25.7614840, -80.1989561 25.7616343, -80.1989715 25.7616155, -80.1987442 25.7614652, -80.1987289 25.7614840))",Southwest 13th Street,right,28.3,1,
way/1197882704 (left),25.7616403,-80.1992330,"POLYGON((-80.1991522 25.7616968, -80.1993270 25.7616040, -80.1993138 25.7615838, -80.1991390 25.7616766, -80.1991522 25.7616968))",way/1197882704,left,20.3,0,
way/1197882704 (right),25.7617115,-80.1992796,"POLYGON((-80.1991988 25.7617680, -80.1993736 25.7616752, -80.1993604 25.7616550, -80.1991856 25.7617478, -80.1991988 25.7617680))",way/1197882704,right,20.3,0,
way/1197882708 (left),25.7615421,-80.1991001,"POLYGON((-80.1991728 25.7614524, -80.1990081 25.7616162, -80.1990273 25.7616319, -80.1991920 25.7614681, -80.1991728 25.7614524))",way/1197882708,left,24.6,1,
way/1197882708 (right),25.7614867,-80.1990320,"POLYGON((-80.1991048 25.7613969, -80.1989401 25.7615607, -80.1989593 25.7615764, -80.1991240 25.7614126, -80.1991048 25.7613969))",way/1197882708,right,24.6,1,
Southwest 1st Avenue (left),25.7736677,-80.1959425,"POLYGON((-80.1959833 25.7740817, -80.1959276 25.7732524, -80.1959018 25.7732538, -80.1959575 25.7740831, -80.1959833 25.7740817))",Southwest 1st Avenue,left,92.5,11,
Southwest 1st Avenue (right),25.7736628,-80.1960342,"POLYGON((-80.1960749 25.7740767, -80.1960192 25.7732474, -80.1959934 25.7732488, -80.1960491 25.7740781, -80.1960749 25.7740767))",Southwest 1st Avenue,right,92.5,11,
Northwest 2nd Avenue (left),25.7947627,-80.1989077,"POLYGON((-80.1988789 25.7940994, -80.1989106 25.7954266, -80.1989366 25.7954261, -80.1989049 25.7940989, -80.1988789 25.7940994))",Northwest 2nd Avenue,left,147.8,19,
Northwest 2nd Avenue (right),25.7947645,-80.1988160,"POLYGON((-80.1987871 25.7941011, -80.1988188 25.7954283, -80.1988448 25.7954278, -80.1988131 25.7941006, -80.1987871 25.7941011))",Northwest 2nd Avenue,right,147.8,19,
Northwest 4th Avenue Circle (left),25.7936249,-80.2014321,"POLYGON((-80.2014149 25.7934742, -80.2014234 25.7937760, -80.2014493 25.7937755, -80.2014408 25.7934737, -80.2014149 25.7934742))",Northwest 4th Avenue Circle,left,33.6,2,
Northwest 4th Avenue Circle (right),25.7936269,-80.2013404,"POLYGON((-80.2013232 25.7934763, -80.2013317 25.7937781, -80.2013576 25.7937776, -80.2013491 25.7934758, -80.2013232 25.7934763))",Northwest 4th Avenue Circle,right,33.6,2,
Northwest 12th Street (left),25.7858208,-80.2006162,"POLYGON((-80.1998291 25.7858542, -80.2014041 25.7858108, -80.2014033 25.7857874, -80.1998283 25.7858308, -80.1998291 25.7858542))",Northwest 12th Street,left,157.9,21,
Northwest 12th Street (right),25.7859034,-80.2006190,"POLYGON((-80.1998319 25.7859368, -80.2014069 25.7858934, -80.2014061 25.7858700, -80.1998311 25.7859134, -80.1998319 25.7859368))",Northwest 12th Street,right,157.9,21,
Northwest 4th Street (left),25.7776622,-80.2035447,"POLYGON((-80.2034605 25.7777147, -80.2036407 25.7776305, -80.2036288 25.7776098, -80.2034486 25.7776939, -80.2034605 25.7777147))",Northwest 4th Street,left,20.3,0,
Northwest 4th Street (right),25.7777356,-80.2035869,"POLYGON((-80.2035028 25.7777880, -80.2036830 25.7777039, -80.2036711 25.7776831, -80.2034909 25.7777673, -80.2035028 25.7777880))",Northwest 4th Street,right,20.3,0,
Northeast 13th Street (left),25.7869434,-80.1904630,"POLYGON((-80.1902549 25.7869582, -80.1906716 25.7869521, -80.1906711 25.7869287, -80.1902544 25.7869348, -80.1902549 25.7869582))",Northeast 13th Street,left,41.8,3,
Northeast 13th Street (right),25.7870261,-80.1904645,"POLYGON((-80.1902564 25.7870408, -80.1906731 25.7870347, -80.1906726 25.7870113, -80.1902559 25.7870174, -80.1902564 25.7870408))",Northeast 13th Street,right,41.8,3,
Northeast 13th Street (left),25.7869328,-80.1910510,"POLYGON((-80.1906714 25.7869521, -80.1914313 25.7869370, -80.1914307 25.7869136, -80.1906708 25.7869287, -80.1906714 25.7869521))",Northeast 13th Street,left,76.2,9,
Northeast 13th Street (right),25.7870155,-80.1910531,"POLYGON((-80.1906734 25.7870347, -80.1914333 25.7870196, -80.1914327 25.7869962, -80.1906728 25.7870113, -80.1906734 25.7870347))",Northeast 13th Street,right,76.2,9,
Northwest 10th Street (left),25.7837867,-80.1949478,"POLYGON((-80.1959265 25.7837512, -80.1939685 25.7837987, -80.1939692 25.7838221, -80.1959272 25.7837746, -80.1959265 25.7837512))",Northwest 10th Street,left,196.3,27,
Northwest 10th Street (right),25.7837040,-80.1949454,"POLYGON((-80.1959240 25.7836686, -80.1939660 25.7837161, -80.1939667 25.7837395, -80.1959247 25.7836920, -80.1959240 25.7836686))",Northwest 10th Street,right,196.3,27,
Southwest 3rd Street (left),25.7714473,-80.1959353,"POLYGON((-80.1956642 25.7714656, -80.1962071 25.7714525, -80.1962064 25.7714291, -80.1956635 25.7714422, -80.1956642 25.7714656))",Southwest 3rd Street,left,54.4,5,
Southwest 3rd Street (right),25.7715300,-80.1959378,"POLYGON((-80.1956667 25.7715482, -80.1962096 25.7715351, -80.1962089 25.7715117, -80.1956660 25.7715248, -80.1956667 25.7715482))",Southwest 3rd Street,right,54.4,5,
Southwest 3rd Street (left),25.7714176,-80.1969110,"POLYGON((-80.1962068 25.7714525, -80.1976162 25.7714060, -80.1976153 25.7713826, -80.1962058 25.7714291, -80.1962068 25.7714525))",Southwest 3rd Street,left,141.4,18,
Southwest 3rd Street (right),25.7715001,-80.1969144,"POLYGON((-80.1962101 25.7715351, -80.1976196 25.7714886, -80.1976186 25.7714652, -80.1962092 25.7715117, -80.1962101 25.7715351))",Southwest 3rd Street,right,141.4,18,
Northeast 17th Terrace (left),25.7924519,-80.1944297,"POLYGON((-80.1941229 25.7924658, -80.1947366 25.7924614, -80.1947364 25.7924380, -80.1941227 25.7924424, -80.1941229 25.7924658))",Northeast 17th Terrace,left,61.5,6,
Northeast 17th Terrace (right),25.7925345,-80.1944304,"POLYGON((-80.1941237 25.7925484, -80.1947374 25.7925440, -80.1947372 25.7925206, -80.1941235 25.7925250, -80.1941237 25.7925484))",Northeast 17th Terrace,right,61.5,6,
Northwest 2nd Street (left),25.7759840,-80.1955117,"POLYGON((-80.1952685 25.7760047, -80.1957559 25.7759867, -80.1957548 25.7759633, -80.1952675 25.7759813, -80.1952685 25.7760047))",Northwest 2nd Street,left,48.9,5,
Northwest 2nd Street (right),25.7760666,-80.1955154,"POLYGON((-80.1952723 25.7760873, -80.1957596 25.7760693, -80.1957586 25.7760459, -80.1952712 25.7760639, -80.1952723 25.7760873))",Northwest 2nd Street,right,48.9,5,
Southwest 5th Avenue (left),25.7637252,-80.2023852,"POLYGON((-80.2023537 25.7632307, -80.2023907 25.7642205, -80.2024166 25.7642197, -80.2023796 25.7632299, -80.2023537 25.7632307))",Southwest 5th Avenue,left,110.2,14,
Southwest 5th Avenue (right),25.7637280,-80.2022934,"POLYGON((-80.2022620 25.7632335, -80.2022990 25.7642233, -80.2023249 25.7642225, -80.2022879 25.7632327, -80.2022620 25.7632335))",Southwest 5th Avenue,right,110.2,14,
Southwest 5th Avenue (left),25.7647017,-80.2024241,"POLYGON((-80.2023907 25.7642204, -80.2024315 25.7651840, -80.2024574 25.7651831, -80.2024166 25.7642195, -80.2023907 25.7642204))",Southwest 5th Avenue,left,107.3,13,
Southwest 5th Avenue (right),25.7647049,-80.2023323,"POLYGON((-80.2022990 25.7642235, -80.2023398 25.7651871, -80.2023657 25.7651862, -80.2023249 25.7642226, -80.2022990 25.7642235))",Southwest 5th Avenue,right,107.3,13,
Southwest 5th Avenue (left),25.7656671,-80.2024627,"POLYGON((-80.2024315 25.7651840, -80.2024679 25.7661509, -80.2024938 25.7661502, -80.2024574 25.7651833, -80.2024315 25.7651840))",Southwest 5th Avenue,left,107.7,13,
Southwest 5th Avenue (right),25.7656699,-80.2023709,"POLYGON((-80.2023398 25.7651868, -80.2023762 25.7661537, -80.2024021 25.7661530, -80.2023657 25.7651861, -80.2023398 25.7651868))",Southwest 5th Avenue,right,107.7,13,
Southwest 8th Avenue (left),25.7657645,-80.2073711,"POLYGON((-80.2073965 25.7660029, -80.2073716 25.7655250, -80.2073457 25.7655261, -80.2073706 25.7660040, -80.2073965 25.7660029))",Southwest 8th Avenue,left,53.3,5,
Southwest 8th Avenue (right),25.7657606,-80.2074628,"POLYGON((-80.2074882 25.7659990, -80.2074633 25.7655211, -80.2074374 25.7655222, -80.2074623 25.7660001, -80.2074882 25.7659990))",Southwest 8th Avenue,right,53.3,5,
Southwest 8th Avenue (left),25.7632765,-80.2072716,"POLYGON((-80.2072932 25.7634671, -80.2072759 25.7630850, -80.2072500 25.7630860, -80.2072673 25.7634681, -80.2072932 25.7634671))",Southwest 8th Avenue,left,42.6,4,
Southwest 8th Avenue (right),25.7632732,-80.2073633,"POLYGON((-80.2073849 25.7634637, -80.2073676 25.7630816, -80.2073417 25.7630826, -80.2073590 25.7634647, -80.2073849 25.7634637))",Southwest 8th Avenue,right,42.6,4,
Southwest 8th Avenue (left),25.7636025,-80.2072861,"POLYGON((-80.2073049 25.7637370, -80.2072932 25.7634671, -80.2072673 25.7634680, -80.2072790 25.7637379, -80.2073049 25.7637370))",Southwest 8th Avenue,left,30.1,2,
Southwest 8th Avenue (right),25.7635992,-80.2073778,"POLYGON((-80.2073966 25.7637337, -80.2073849 25.7634638, -80.2073590 25.7634647, -80.2073707 25.7637346, -80.2073966 25.7637337))",Southwest 8th Avenue,right,30.1,2,
Southwest 11th Street (left),25.7630785,-80.2061318,"POLYGON((-80.2056639 25.7631013, -80.2066004 25.7630792, -80.2065998 25.7630558, -80.2056633 25.7630779, -80.2056639 25.7631013))",Southwest 11th Street,left,93.9,11,
Southwest 11th Street (right),25.7631612,-80.2061343,"POLYGON((-80.2056663 25.7631839, -80.2066028 25.7631618, -80.2066022 25.7631384, -80.2056657 25.7631605, -80.2056663 25.7631839))",Southwest 11th Street,right,93.9,11,
Southwest 11th Street (left),25.7630550,-80.2069533,"POLYGON((-80.2066000 25.7630792, -80.2073075 25.7630542, -80.2073065 25.7630308, -80.2065990 25.7630558, -80.2066000 25.7630792))",Southwest 11th Street,left,71.0,8,
Southwest 11th Street (right),25.7631376,-80.2069568,"POLYGON((-80.2066036 25.7631618, -80.2073111 25.7631368, -80.2073101 25.7631134, -80.2066026 25.7631384, -80.2066036 25.7631618))",Southwest 11th Street,right,71.0,8,
Southwest 7th Avenue (left),25.7628909,-80.2057892,"POLYGON((-80.2056242 25.7631320, -80.2059756 25.7626627, -80.2059541 25.7626497, -80.2056027 25.7631190, -80.2056242 25.7631320))",Southwest 7th Avenue,left,63.0,7,
Southwest 7th Avenue (right),25.7629370,-80.2058652,"POLYGON((-80.2057003 25.7631782, -80.2060517 25.7627089, -80.2060302 25.7626959, -80.2056788 25.7631652, -80.2057003 25.7631782))",Southwest 7th Avenue,right,63.0,7,
Southwest 11th Street (left),25.7630957,-80.2054864,"POLYGON((-80.2053101 25.7631134, -80.2056635 25.7631013, -80.2056626 25.7630779, -80.2053092 25.7630900, -80.2053101 25.7631134))",Southwest 11th Street,left,35.5,3,
Southwest 11th Street (right),25.7631782,-80.2054898,"POLYGON((-80.2053136 25.7631960, -80.2056670 25.7631839, -80.2056661 25.7631605, -80.2053127 25.7631726, -80.2053136 25.7631960))",Southwest 11th Street,right,35.5,3,
Southwest 11th Street (left),25.7630496,-80.2075887,"POLYGON((-80.2073095 25.7630542, -80.2078672 25.7630684, -80.2078679 25.7630450, -80.2073102 25.7630308, -80.2073095 25.7630542))",Southwest 11th Street,left,55.9,6,
Southwest 11th Street (right),25.7631322,-80.2075861,"POLYGON((-80.2073069 25.7631368, -80.2078646 25.7631510, -80.2078653 25.7631276, -80.2073076 25.7631134, -80.2073069 25.7631368))",Southwest 11th Street,right,55.9,6,
Southwest 11th Street (left),25.7630519,-80.2080481,"POLYGON((-80.2078651 25.7630684, -80.2082319 25.7630589, -80.2082311 25.7630355, -80.2078643 25.7630450, -80.2078651 25.7630684))",Southwest 11th Street,left,36.8,3,
Southwest 11th Street (right),25.7631346,-80.2080507,"POLYGON((-80.2078677 25.7631510, -80.2082345 25.7631415, -80.2082337 25.7631181, -80.2078669 25.7631276, -80.2078677 25.7631510))",Southwest 11th Street,right,36.8,3,
Southwest 11th Street (left),25.7630385,-80.2084851,"POLYGON((-80.2082315 25.7630589, -80.2087396 25.7630414, -80.2087387 25.7630180, -80.2082305 25.7630355, -80.2082315 25.7630589))",Southwest 11th Street,left,51.0,5,
Southwest 11th Street (right),25.7631210,-80.2084886,"POLYGON((-80.2082350 25.7631415, -80.2087432 25.7631240, -80.2087422 25.7631006, -80.2082341 25.7631181, -80.2082350 25.7631415))",Southwest 11th Street,right,51.0,5,
Southwest 9th Avenue (left),25.7627858,-80.2084994,"POLYGON((-80.2081938 25.7630819, -80.2088234 25.7625060, -80.2088049 25.7624896, -80.2081753 25.7630656, -80.2081938 25.7630819))",Southwest 9th Avenue,left,90.0,11,
Southwest 9th Avenue (right),25.7628437,-80.2085647,"POLYGON((-80.2082592 25.7631399, -80.2088888 25.7625639, -80.2088703 25.7625476, -80.2082407 25.7631235, -80.2082592 25.7631399))",Southwest 9th Avenue,right,90.0,11,
Southwest 22nd Road (left),25.7627835,-80.2090228,"POLYGON((-80.2088554 25.7625184, -80.2091672 25.7630594, -80.2091902 25.7630486, -80.2088784 25.7625076, -80.2088554 25.7625184))",Southwest 22nd Road,left,67.9,7,
Southwest 22nd Road (right),25.7628216,-80.2089413,"POLYGON((-80.2087739 25.7625565, -80.2090857 25.7630975, -80.2091087 25.7630867, -80.2087969 25.7625457, -80.2087739 25.7625565))",Southwest 22nd Road,right,67.9,7,
Southwest 21st Road (left),25.7625098,-80.2074963,"POLYGON((-80.2070693 25.7619394, -80.2079015 25.7630928, -80.2079233 25.7630801, -80.2070910 25.7619267, -80.2070693 25.7619394))",Southwest 21st Road,left,153.1,20,
Southwest 21st Road (right),25.7625548,-80.2074193,"POLYGON((-80.2069923 25.7619845, -80.2078246 25.7631379, -80.2078463 25.7631252, -80.2070141 25.7619718, -80.2069923 25.7619845))",Southwest 21st Road,right,153.1,20,
Southwest 7th Avenue (left),25.7621406,-80.2067222,"POLYGON((-80.2064307 25.7623567, -80.2070296 25.7619431, -80.2070138 25.7619245, -80.2064149 25.7623381, -80.2064307 25.7623567))",Southwest 7th Avenue,left,75.7,9,
Southwest 7th Avenue (right),25.7622062,-80.2067781,"POLYGON((-80.2064865 25.7624223, -80.2070854 25.7620087, -80.2070696 25.7619901, -80.2064707 25.7624037, -80.2064865 25.7624223))",Southwest 7th Avenue,right,75.7,9,
Southwest 8th Court (left),25.7640055,-80.2080296,"POLYGON((-80.2080442 25.7641215, -80.2080409 25.7638893, -80.2080150 25.7638896, -80.2080183 25.7641218, -80.2080442 25.7641215))",Southwest 8th Court,left,25.9,1,
Southwest 8th Court (right),25.7640045,-80.2081213,"POLYGON((-80.2081359 25.7641204, -80.2081326 25.7638882, -80.2081067 25.7638885, -80.2081100 25.7641207, -80.2081359 25.7641204))",Southwest 8th Court,right,25.9,1,
Southwest 8th Court (left),25.7642605,-80.2080340,"POLYGON((-80.2080497 25.7643989, -80.2080442 25.7641216, -80.2080183 25.7641220, -80.2080238 25.7643993, -80.2080497 25.7643989))",Southwest 8th Court,left,30.9,2,
Southwest 8th Court (right),25.7642590,-80.2081257,"POLYGON((-80.2081414 25.7643975, -80.2081359 25.7641202, -80.2081100 25.7641206, -80.2081155 25.7643979, -80.2081414 25.7643975))",Southwest 8th Court,right,30.9,2,
Northeast 18th Street (left),25.7935487,-80.1903346,"POLYGON((-80.1907622 25.7935259, -80.1899062 25.7935480, -80.1899070 25.7935714, -80.1907630 25.7935493, -80.1907622 25.7935259))",Northeast 18th Street,left,85.8,10,
Northeast 18th Street (right),25.7934660,-80.1903320,"POLYGON((-80.1907596 25.7934433, -80.1899036 25.7934654, -80.1899044 25.7934888, -80.1907604 25.7934667, -80.1907596 25.7934433))",Northeast 18th Street,right,85.8,10,
Northeast 18th Street (left),25.7935715,-80.1894509,"POLYGON((-80.1899062 25.7935480, -80.1889947 25.7935716, -80.1889955 25.7935950, -80.1899070 25.7935714, -80.1899062 25.7935480))",Northeast 18th Street,left,91.4,11,
Northeast 18th Street (right),25.7934889,-80.1894482,"POLYGON((-80.1899036 25.7934654, -80.1889921 25.7934890, -80.1889929 25.7935124, -80.1899044 25.7934888, -80.1899036 25.7934654))",Northeast 18th Street,right,91.4,11,
Northeast 18th Street (left),25.7935838,-80.1894500,"POLYGON((-80.1889939 25.7936071, -80.1899068 25.7935839, -80.1899060 25.7935605, -80.1889931 25.7935837, -80.1889939 25.7936071))",Northeast 18th Street,left,91.5,11,
Northeast 18th Street (right),25.7936664,-80.1894525,"POLYGON((-80.1889965 25.7936897, -80.1899094 25.7936665, -80.1899086 25.7936431, -80.1889957 25.7936663, -80.1889965 25.7936897))",Northeast 18th Street,right,91.5,11,
Northeast 18th Street (left),25.7935613,-80.1903340,"POLYGON((-80.1899068 25.7935839, -80.1907619 25.7935621, -80.1907611 25.7935387, -80.1899060 25.7935605, -80.1899068 25.7935839))",Northeast 18th Street,left,85.7,10,
Northeast 18th Street (right),25.7936439,-80.1903365,"POLYGON((-80.1899094 25.7936665, -80.1907645 25.7936447, -80.1907637 25.7936213, -80.1899086 25.7936431, -80.1899094 25.7936665))",Northeast 18th Street,right,85.7,10,
Northwest 6th Avenue (left),25.7849004,-80.2047220,"POLYGON((-80.2046959 25.7850049, -80.2047726 25.7848035, -80.2047480 25.7847959, -80.2046714 25.7849973, -80.2046959 25.7850049))",Northwest 6th Avenue,left,23.7,1,
Northwest 6th Avenue (right),25.7849272,-80.2048088,"POLYGON((-80.2047828 25.7850317, -80.2048594 25.7848303, -80.2048349 25.7848227, -80.2047582 25.7850241, -80.2047828 25.7850317))",Northwest 6th Avenue,right,23.7,1,
Southwest 4th Street (left),25.7699155,-80.2040608,"POLYGON((-80.2038808 25.7699324, -80.2042416 25.7699220, -80.2042408 25.7698986, -80.2038800 25.7699090, -80.2038808 25.7699324))",Southwest 4th Street,left,36.2,3,
Southwest 4th Street (right),25.7699981,-80.2040638,"POLYGON((-80.2038838 25.7700150, -80.2042446 25.7700046, -80.2042438 25.7699812, -80.2038830 25.7699916, -80.2038838 25.7700150))",Southwest 4th Street,right,36.2,3,
Southwest 4th Street (left),25.7698522,-80.2061650,"POLYGON((-80.2059143 25.7698718, -80.2064168 25.7698560, -80.2064158 25.7698326, -80.2059133 25.7698484, -80.2059143 25.7698718))",Southwest 4th Street,left,50.4,5,
Southwest 4th Street (right),25.7699348,-80.2061683,"POLYGON((-80.2059175 25.7699544, -80.2064200 25.7699386, -80.2064190 25.7699152, -80.2059165 25.7699310, -80.2059175 25.7699544))",Southwest 4th Street,right,50.4,5,
Southwest 7th Avenue (left),25.7697684,-80.2059556,"POLYGON((-80.2059369 25.7696375, -80.2059483 25.7699002, -80.2059742 25.7698993, -80.2059628 25.7696366, -80.2059369 25.7696375))",Southwest 7th Avenue,left,29.3,2,
